gca	name	taxonomy	annotation_method	version_info	N50	fasta_file	gff_file
GCA_003073855	Periconia_GCA_003073855.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Massarineae;Periconiaceae;Periconia;Periconia macrospinosa	NCBI GenBank	GCA_003073855.1	140944	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_003073855.1_Perma1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003073855.1_Perma1_genomic.gff
GCA_003264845	Cryphonectria_GCA_003264845.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Diaporthales;Cryphonectriaceae;Cryphonectria-Endothia species complex;Cryphonectria;Cryphonectria radicalis	funannotate	GCA_003264845.1	240915	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003264845/GCA_003264845.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003264845/gene_prediction_results/predict_results/GCA_003264845.gff3
GCA_002591845	Epichloe_GCA_002591845.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Clavicipitaceae;Epichloe;Epichloe elymi	funannotate	GCA_002591845.1	99746	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002591845/GCA_002591845.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002591845/gene_prediction_results/predict_results/GCA_002591845.gff3
GCA_025349905	Blastocladiella_GCA_025349905.2	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Blastocladiella;Blastocladiella britannica	NCBI GenBank	GCA_025349905.2	23385	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_025349905.2_Blabri1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025349905.2_Blabri1_genomic.gff
GCA_003550325	Gigaspora_GCA_003550325.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora;Gigaspora rosea	NCBI GenBank	GCA_003550325.1	215220	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_003550325.1_ASM355032v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003550325.1_ASM355032v1_genomic.gff
GCA_001651415	Linnemannia_GCA_001651415.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae;Linnemannia;Linnemannia elongata;Linnemannia elongata AG-77	NCBI GenBank	GCA_001651415.1	514599	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_001651415.1_Mortierella_elongata_AG-77_v2.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_001651415.1_Mortierella_elongata_AG-77_v2.0_genomic.gff
GCA_027602005	Geranomyces_GCA_027602005.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Geranomyces;Geranomyces michiganensis	NCBI GenBank	GCA_027602005.1	269704	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027602005.1_ASM2760200v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027602005.1_ASM2760200v1_genomic.gff
GCA_025399235	Backusella_GCA_025399235.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Backusellaceae;Backusella;Backusella circina;Backusella circina FSU 941	NCBI GenBank	GCA_025399235.1	179781	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_025399235.1_Bacci1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025399235.1_Bacci1_genomic.gff
GCA_000149925	Puccinia_GCA_000149925.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia graminis;Puccinia graminis f. sp. tritici;Puccinia graminis f. sp. tritici CRL 75-36-700-3	funannotate	GCA_000149925.1	911286	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000149925/GCA_000149925.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000149925/gene_prediction_results/predict_results/GCA_000149925.gff3
GCA_003016335	Corynespora_GCA_003016335.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Corynesporascaceae;Corynespora;Corynespora cassiicola;Corynespora cassiicola Philippines	NCBI GenBank	GCA_003016335.1	2501829	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_003016335.1_Corynespora_cassiicola_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003016335.1_Corynespora_cassiicola_v1.0_genomic.gff
GCA_027596845	Quaeritorhiza_GCA_027596845.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiomycetes incertae sedis;Quaeritorhizaceae;Quaeritorhiza;Quaeritorhiza haematococci	NCBI GenBank	GCA_027596845.1	11770	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027596845.1_ASM2759684v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027596845.1_ASM2759684v1_genomic.gff
GCA_000003515	Uncinocarpus_GCA_000003515.2	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Uncinocarpus;Uncinocarpus reesii;Uncinocarpus reesii 1704	NCBI GenBank	GCA_000003515.2	5187875	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_000003515.2_ASM351v2_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000003515.2_ASM351v2_genomic.gff
GCA_006536005	Powellomyces_GCA_006536005.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Powellomyces;Powellomyces hirtus	NCBI GenBank	GCA_006536005.1	157523	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_006536005.1_ASM653600v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_006536005.1_ASM653600v1_genomic.gff
GCA_000604185	Neurospora_GCA_000604185.2	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariaceae;Neurospora;Neurospora sublineolata;Neurospora sublineolata FGSC 5508	funannotate	GCA_000604185.2	84865	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000604185/GCA_000604185.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000604185/gene_prediction_results/predict_results/GCA_000604185.gff3
GCA_025602895	Polychytrium_GCF_025602895.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Polychytriales;Polychytriales incertae sedis;Polychytrium;Polychytrium aggregatum	NCBI RefSeq	GCF_025602895.1	389128	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_025602895.1_Polagg1_1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_025602895.1_Polagg1_1_genomic.gff
GCA_001270325	Talaromyces_GCA_001270325.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces sect. Talaromyces;Talaromyces purpureogenus	funannotate	GCA_001270325.1	930126	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001270325/GCA_001270325.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001270325/gene_prediction_results/predict_results/GCA_001270325.gff3
GCA_900290415	Podospora_GCA_900290415.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Podosporaceae;Podospora;Podospora comata	NCBI GenBank	GCA_900290415.1	4646239	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_900290415.1_version1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_900290415.1_version1_genomic.gff
GCA_025435555	Chytriomyces_GCA_025435555.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Chytriomyces;Chytriomyces cf. hyalinus JEL632	NCBI GenBank	GCA_025435555.1	312457	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_025435555.1_Chyhya1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025435555.1_Chyhya1_genomic.gff
GCA_003988945	Chaetoscypha_GCA_003988945.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Helotiaceae;Chaetoscypha;Chaetoscypha palmicola	funannotate	GCA_003988945.1	58249	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003988945/GCA_003988945.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003988945/gene_prediction_results/predict_results/GCA_003988945.gff3
GCA_000697055	Saksenaea_GCA_000697055.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Saksenaeaceae;Saksenaea;Saksenaea vasiformis;Saksenaea vasiformis B4078	funannotate	GCA_000697055.1	81460	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000697055/GCA_000697055.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000697055/gene_prediction_results/predict_results/GCA_000697055.gff3
GCA_000146045	Saccharomyces_GCF_000146045.2	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae;Saccharomyces cerevisiae S288C	NCBI RefSeq	GCF_000146045.2	924431	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000146045.2_R64_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000146045.2_R64_genomic.gff
GCA_027604005	Dinochytrium_GCA_027604005.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytridiaceae;Dinochytrium;Dinochytrium kinnereticum	NCBI GenBank	GCA_027604005.1	39527	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027604005.1_ASM2760400v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604005.1_ASM2760400v1_genomic.gff
GCA_000001215	Drosophila_GCA_000001215.4	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;melanogaster group;melanogaster subgroup;Drosophila melanogaster	funannotate	GCA_000001215.4	25280236	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000001215/GCA_000001215.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000001215/gene_prediction_results/predict_results/GCA_000001215.gff3
GCA_000732205	Verticillium_GCA_000732205.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium tricorpus;Verticillium tricorpus MUCL 9792	funannotate	GCA_000732205.1	4695365	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000732205/GCA_000732205.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000732205/gene_prediction_results/predict_results/GCA_000732205.gff3
GCA_001630345	Calocera_GCA_001630345.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera;Calocera viscosa;Calocera viscosa TUFC12733	NCBI GenBank	GCA_001630345.1	467766	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_001630345.1_Calvi1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_001630345.1_Calvi1_genomic.gff
GCA_027596135	Rhizophlyctis_GCA_027596135.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis;Rhizophlyctis rosea	NCBI GenBank	GCA_027596135.1	21549	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027596135.1_ASM2759613v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027596135.1_ASM2759613v1_genomic.gff
GCA_000365145	Cyphellophora_GCA_000365145.2	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Cyphellophoraceae;Cyphellophora;Cyphellophora europaea;Cyphellophora europaea CBS 101466	NCBI GenBank	GCA_000365145.2	2379483	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_000365145.2_Phia_euro_CBS_101466_V1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000365145.2_Phia_euro_CBS_101466_V1_genomic.gff
GCA_002102555	Catenaria_GCA_002102555.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Catenariaceae;Catenaria;Catenaria anguillulae;Catenaria anguillulae PL171	NCBI GenBank	GCA_002102555.1	217825	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_002102555.1_Catan2_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002102555.1_Catan2_genomic.gff
GCA_003705295	Sporopachydermia_GCA_003705295.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Dipodascaceae;Sporopachydermia;Sporopachydermia lactativora	funannotate	GCA_003705295.1	94997	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003705295/GCA_003705295.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003705295/gene_prediction_results/predict_results/GCA_003705295.gff3
GCA_002081935	Ustulina_GCA_002081935.3	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Xylariales;Xylariaceae;Ustulina;Ustulina deusta	funannotate	GCA_002081935.3	89956	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002081935/GCA_002081935.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002081935/gene_prediction_results/predict_results/GCA_002081935.gff3
GCA_025526955	Gorgonomyces_GCA_025526955.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Gorgonomycetaceae;Gorgonomyces;Gorgonomyces haynaldii	NCBI GenBank	GCA_025526955.1	597596	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_025526955.1_Gorhay1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025526955.1_Gorhay1_genomic.gff
GCA_027604465	Kappamyces_GCA_027604465.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Kappamycetaceae;Kappamyces;unclassified Kappamyces;Kappamyces sp. JEL0829	NCBI GenBank	GCA_027604465.1	100276	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027604465.1_ASM2760446v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604465.1_ASM2760446v1_genomic.gff
